id,recipe_id,ingredient_id,quantity,unit_key
249,35,97.0,40.000000,7
250,35,,1.000000,13
251,35,,4.670000,2
252,35,,2.000000,2
253,35,,3.000000,7
254,35,,1.000000,2
255,35,,4.500000,3
256,35,,1.500000,15
257,36,98.0,50.000000,7
258,36,,2.000000,2
259,37,99.0,40.000000,7
260,37,,2.000000,2
261,38,,40.000000,7
262,38,,2.000000,7
263,38,100.0,2.000000,7
264,38,,4.000000,7
265,38,,4.500000,2
266,38,,1.000000,2
267,39,101.0,37.500000,7
268,39,,2.000000,7
269,39,,6.000000,2
270,39,,1.000000,2
271,39,,6.500000,6
272,39,,7.500000,3
273,39,,1.500000,7
274,39,102.0,2.750000,7
275,39,,1.000000,2
276,39,,1.000000,2
277,40,,47.000000,7
278,41,103.0,37.500000,7
279,41,,1.000000,7
280,41,,3.000000,2
281,41,,0.500000,3
282,41,104.0,0.250000,3
283,41,,2.000000,2
284,41,,1.000000,15
285,41,,3.000000,7
286,41,,3.000000,7
287,41,,2.000000,6
288,41,,2.000000,15
289,41,105.0,3.195000,7
290,41,,0.250000,3
291,41,,1.250000,1
292,41,106.0,2.000000,1
293,42,107.0,47.000000,7
294,42,108.0,2.250000,15
295,42,109.0,2.250000,15
296,42,,5.250000,15
297,42,110.0,4.500000,6
298,42,,1.000000,6
299,42,,1.500000,6
300,43,111.0,39.000000,7
301,43,,1.330000,2
302,43,,1.500000,3
303,43,,3.000000,3
304,43,,3.330000,3
305,43,,1.000000,2
306,43,,2.250000,3
307,43,,1.000000,3
308,44,,39.000000,7
309,44,,3.000000,15
310,44,,1.500000,2
311,44,,3.000000,2
312,44,,1.000000,2
313,44,,1.000000,2
314,44,,3.000000,3
315,44,,6.330000,3
316,44,,1.000000,3
317,45,,1.500000,13
318,45,,1.500000,3
319,45,,0.750000,3
320,45,,2.330000,2
321,45,,1.670000,3
322,45,,7.500000,3
323,46,,2.250000,3
324,46,,1.500000,15
325,46,,3.500000,3
326,46,112.0,8.000000,7
327,46,,2.000000,15
328,46,,3.500000,15
329,46,,5.500000,2
330,46,,2.000000,1
331,47,,3.500000,7
332,47,113.0,4.500000,7
333,47,,12.000000,6
334,47,,1.000000,3
335,47,,0.750000,3
336,47,,2.330000,2
337,47,,2.875000,3
338,47,,3.750000,15
339,47,,3.000000,3
340,48,114.0,100.000000,4
341,49,115.0,2.000000,7
342,50,,0.250000,3
343,50,,1.500000,3
344,50,,2.000000,15
345,50,,0.750000,3
346,50,,4.670000,2
347,50,,1.750000,3
348,50,,7.750000,7
349,50,,0.875000,3
350,51,,4.670000,2
351,51,,1.500000,3
352,51,,8.750000,3
353,51,,6.000000,2
354,51,,4.670000,2
355,51,,9.000000,7
356,51,,6.000000,2
357,51,116.0,1.000000,31
358,52,,0.250000,3
359,52,,1.000000,15
360,53,,1.500000,15
361,53,,5.670000,1
362,53,117.0,13.000000,7
363,54,,4.670000,2
364,54,,1.500000,3
365,54,,8.750000,3
366,54,,6.000000,2
367,54,,4.670000,2
368,54,,9.000000,7
369,54,,6.000000,2
370,54,,1.000000,31
371,55,,0.250000,3
372,55,,1.000000,15
373,56,,1.750000,3
374,56,,2.250000,15
375,56,,0.670000,3
376,56,,2.000000,13
377,56,,6.750000,3
378,56,,2.670000,2
379,56,,3.670000,2
380,56,,3.000000,2
381,56,118.0,3.000000,15
382,56,119.0,10.670000,2
383,56,,2.000000,7
384,56,,2.250000,3
385,57,,0.750000,3
386,57,,2.500000,3
387,57,,7.500000,3
388,57,,1.125000,3
389,57,,5.000000,6
390,57,,3.000000,2
391,57,,7.000000,7
392,57,,1.000000,3
393,57,120.0,5.670000,3
394,58,,2.875000,3
395,58,,3.000000,15
396,58,,2.000000,2
397,58,,2.000000,1
398,58,,2.670000,2
399,58,,1.330000,2
400,58,121.0,1.330000,2
401,58,,1.330000,2
402,58,,1.000000,2
403,58,,3.000000,15
404,58,,1.000000,15
405,58,122.0,1.750000,15
406,58,,2.000000,3
407,58,,2.000000,3
408,58,,2.000000,3
409,59,,6.670000,2
410,59,,2.250000,3
411,59,,1.500000,15
412,59,,0.750000,3
413,59,,3.670000,2
414,59,,1.330000,3
415,59,,2.000000,2
416,59,,6.750000,7
417,59,,0.875000,3
418,59,,2.250000,15
419,60,,6.330000,2
420,60,,1.750000,3
421,60,,2.250000,15
422,60,,6.670000,2
423,60,,5.670000,2
424,60,,0.330000,3
425,60,123.0,2.750000,7
426,60,,6.250000,7
427,60,,0.500000,3
428,60,124.0,0.125000,31
429,61,125.0,0.670000,3
430,61,,2.250000,3
431,62,,0.250000,3
432,62,,1.500000,3
433,62,,2.000000,15
434,62,,0.750000,3
435,62,,4.670000,2
436,62,,1.750000,3
437,62,,7.750000,7
438,62,,0.875000,3
439,63,,7.000000,2
440,63,,2.000000,3
441,63,,1.670000,2
442,63,,2.000000,15
443,63,,1.500000,3
444,63,,0.500000,3
445,63,,6.000000,7
446,63,,13.000000,2
447,63,,2.000000,7
448,63,,3.000000,2
449,64,,0.250000,3
450,64,,1.500000,3
451,64,,2.000000,15
452,64,,0.750000,3
453,64,,4.670000,2
454,64,,1.750000,3
455,64,,6.500000,7
456,64,126.0,12.000000,6
457,64,,0.875000,3
458,65,127.0,20.000000,7
459,65,,6.000000,6
460,65,128.0,0.500000,6
461,65,129.0,3.000000,2
462,66,,3.000000,2
463,66,,1.500000,7
464,66,130.0,6.240000,7
465,66,,2.500000,15
466,66,,9.000000,6
467,66,,2.000000,7
468,66,131.0,16.000000,7
469,67,132.0,12.000000,7
470,67,133.0,12.000000,7
471,67,,6.000000,7
472,67,,1.000000,7
473,67,,3.000000,3
474,68,,2.750000,15
475,68,,3.000000,15
476,68,134.0,1.750000,15
477,68,,2.330000,2
478,68,,1.000000,2
479,68,,1.500000,15
480,68,,5.250000,3
481,68,135.0,2.670000,3
482,68,,3.000000,2
483,68,,1.500000,7
484,69,,2.500000,15
485,69,,2.000000,2
486,69,,2.330000,2
487,69,,1.670000,2
488,69,,2.000000,2
489,69,,3.500000,3
490,69,,9.670000,3
491,69,,2.250000,3
492,69,,0.250000,3
493,69,136.0,6.750000,7
494,69,,1.000000,7
495,69,,1.500000,3
496,70,,1.250000,13
497,70,,9.000000,2
498,70,,1.000000,2
499,70,,12.750000,3
500,70,,3.500000,3
501,70,,3.750000,3
502,70,,0.250000,3
503,70,,1.500000,7
504,71,137.0,17.000000,7
505,71,,3.000000,7
506,71,,0.250000,3
507,71,,6.250000,7
508,71,,1.000000,15
509,71,138.0,1.000000,7
510,71,,2.000000,2
511,71,139.0,2.000000,1
512,72,,12.000000,7
513,72,,12.000000,7
514,72,,6.000000,7
515,72,,1.000000,7
516,72,,3.000000,3
517,73,,0.330000,3
518,73,,1.500000,15
519,73,140.0,7.500000,7
520,73,,1.750000,15
521,73,,2.000000,2
522,73,,0.250000,1
523,73,,0.250000,1
524,73,141.0,3.490000,6
525,73,142.0,6.906000,6
526,73,143.0,4.500000,6
527,74,,15.000000,2
528,74,,6.000000,2
529,74,,2.000000,3
530,75,,3.330000,3
531,75,,2.000000,3
532,76,144.0,1.750000,7
533,76,,0.670000,3
534,76,,6.000000,2
535,76,,1.500000,1
536,77,145.0,3.500000,15
537,77,146.0,3.500000,15
538,77,147.0,3.000000,7
539,77,148.0,2.000000,7
540,77,149.0,1.750000,7
541,77,,2.670000,3
542,77,,1.330000,2
543,77,150.0,3.000000,2
544,77,151.0,100.000000,5
545,78,152.0,20.000000,7
546,78,,1.500000,3
547,78,,2.000000,2
548,78,,1.000000,2
549,79,,2.500000,3
550,79,153.0,18.000000,7
551,79,,2.000000,7
552,79,,3.000000,3
553,79,,1.000000,7
554,79,,0.250000,3
555,79,,0.250000,3
556,80,154.0,24.000000,7
557,80,155.0,18.000000,7
558,80,156.0,3.000000,15
559,80,,2.500000,15
560,80,,2.000000,3
561,80,,1.000000,3
562,80,,3.000000,2
563,80,,3.000000,2
564,80,,1.000000,1
565,80,,2.000000,6
566,80,,2.000000,15
567,80,,2.500000,15
568,80,,3.500000,3
569,80,157.0,2.000000,3
570,81,158.0,100.000000,30
571,82,,3.250000,7
572,82,,3.670000,2
573,82,,1.670000,2
574,82,,2.000000,2
575,82,,1.000000,2
576,82,,1.000000,1
577,82,,2.750000,7
578,82,,1.500000,7
579,82,159.0,1.500000,15
580,82,,1.500000,7
581,82,,1.750000,7
582,83,,3.750000,7
583,83,160.0,10.000000,7
584,83,,1.000000,3
585,83,,2.000000,3
586,83,,2.000000,3
587,84,161.0,100.000000,4
588,85,162.0,8.750000,7
589,85,,2.000000,3
590,85,,2.500000,15
591,85,,1.250000,7
592,85,163.0,1.500000,7
593,85,164.0,2.500000,7
594,85,165.0,3.000000,3
595,85,,2.000000,3
596,85,166.0,1.875000,7
597,86,,1.500000,15
598,86,,3.000000,2
599,86,,0.750000,3
600,86,,1.500000,1
601,87,,2.500000,3
602,87,,6.750000,3
603,87,,3.250000,3
604,87,,4.500000,15
605,87,,5.670000,2
606,87,,0.750000,3
607,87,,1.000000,2
608,87,,3.500000,1
609,87,,3.750000,3
610,87,,1.670000,2
611,87,,5.500000,3
612,87,,1.000000,15
613,87,,4.250000,3
614,87,,1.000000,3
615,87,,0.250000,3
616,87,167.0,10.000000,6
617,88,,2.500000,7
618,88,,4.500000,7
619,88,,2.330000,2
620,88,,3.330000,2
621,88,,1.250000,7
622,88,,8.000000,6
623,88,,1.000000,15
624,88,,1.250000,15
625,88,,2.500000,7
626,88,,2.500000,3
627,88,,2.000000,2
628,89,,4.500000,7
629,89,,4.750000,7
630,89,,3.250000,3
631,89,,4.670000,2
632,89,,1.670000,2
633,89,,3.750000,3
634,89,,0.670000,3
635,89,,3.000000,2
636,89,,2.500000,15
637,90,,4.562500,7
638,90,,3.750000,3
639,90,,3.000000,15
640,90,,4.250000,6
641,90,,0.500000,3
642,90,,1.670000,2
643,90,,1.500000,15
644,90,,3.250000,3
645,90,,0.500000,3
646,91,,10.000000,7
647,91,168.0,1.312500,7
648,91,,2.000000,7
649,91,,2.000000,15
650,91,,2.000000,15
651,91,,3.000000,7
652,91,,6.000000,2
653,91,,1.500000,3
654,92,,4.000000,7
655,92,,3.000000,7
656,92,,1.670000,2
657,92,,2.330000,2
658,92,,2.670000,2
659,92,,2.000000,2
660,92,,0.250000,3
661,92,,3.000000,3
662,92,,1.000000,15
663,92,,1.250000,7
664,92,,1.250000,15
665,93,,2.750000,7
666,93,,2.330000,2
667,93,,2.330000,1
668,93,,3.000000,7
669,93,,3.000000,7
670,93,,2.000000,3
671,93,,0.250000,3
672,93,,3.000000,3
673,93,169.0,3.000000,15
674,94,,10.000000,7
675,94,,9.500000,3
676,94,,1.500000,7
677,94,,2.000000,7
678,94,170.0,3.000000,3
679,94,,10.000000,2
680,95,,1.750000,15
681,95,,6.000000,6
682,95,,0.500000,1
683,95,,1.500000,15
684,95,171.0,1.500000,13
685,95,172.0,6.000000,2
686,95,,5.000000,7
687,95,,5.000000,3
688,95,,2.000000,3
689,96,173.0,13.500000,7
690,96,174.0,1.000000,7
691,96,,3.000000,3
692,96,,6.500000,3
693,96,175.0,11.375000,7
694,97,,10.000000,7
695,97,,9.500000,3
696,98,,4.000000,7
697,98,,4.000000,7
698,98,,2.000000,2
699,98,,1.670000,2
700,98,,3.000000,6
701,98,,1.500000,15
702,98,,3.500000,3
703,98,,3.000000,7
704,98,,0.250000,3
705,99,,2.250000,3
706,99,,2.000000,2
707,99,,1.500000,15
708,99,176.0,6.750000,7
709,99,,3.500000,3
710,99,,1.500000,7
711,99,,1.000000,2
712,99,,1.500000,3
713,99,,1.500000,3
714,99,,0.250000,3
715,99,,2.000000,7
716,99,,1.000000,1
717,99,,1.000000,3
718,100,,4.000000,7
719,100,,3.500000,7
720,100,,2.250000,2
721,100,,5.670000,2
722,100,,3.250000,1
723,100,,0.250000,3
724,100,,2.000000,2
725,100,,1.000000,2
726,100,,6.000000,6
727,100,,4.250000,3
728,100,,4.670000,3
729,100,,2.000000,7
730,100,,0.750000,3
731,100,,1.000000,3
732,100,,0.250000,3
733,101,177.0,2.000000,7
734,101,178.0,10.000000,7
735,101,179.0,12.000000,6
736,101,,2.000000,15
737,102,,4.000000,7
738,102,,4.000000,7
739,102,,2.330000,2
740,102,,9.000000,2
741,102,,6.000000,6
742,102,,3.330000,3
743,102,,4.250000,3
744,102,,4.500000,3
745,102,,1.000000,3
746,102,,0.250000,3
747,103,,4.000000,7
748,103,,4.000000,7
749,103,,2.330000,2
750,103,,6.670000,2
751,103,,6.000000,6
752,103,,3.330000,3
753,103,,4.500000,3
754,103,,4.250000,3
755,103,,1.500000,3
756,103,,0.250000,3
757,104,,10.000000,7
758,104,,9.500000,3
759,105,,10.000000,7
760,105,,9.500000,3
761,106,180.0,16.000000,7
762,106,,5.750000,3
763,106,,1.500000,15
764,106,,1.500000,15
765,106,,2.000000,1
766,106,,2.000000,2
767,106,,2.000000,3
768,106,,2.000000,7
769,106,181.0,2.000000,7
770,107,182.0,20.000000,7
771,107,,1.000000,7
772,107,,4.500000,15
773,107,,2.000000,3
774,107,,10.000000,6
775,107,,1.500000,7
776,107,,0.500000,1
777,107,,1.000000,7
778,107,,1.000000,3
779,108,,4.500000,6
780,108,,4.500000,3
781,108,,1.250000,7
782,108,183.0,20.000000,7
783,108,,4.000000,7
784,108,,2.500000,6
785,108,,1.000000,2
786,108,,1.000000,7
787,108,184.0,2.000000,3
788,109,,7.500000,7
789,109,185.0,22.500000,7
790,109,,1.000000,7
791,109,,3.000000,3
792,110,,6.000000,7
793,110,,3.000000,7
794,110,,14.000000,6
795,110,186.0,1.000000,3
796,110,,0.500000,1
797,110,,1.000000,2
798,111,187.0,4.700000,13
799,112,,8.000000,7
800,112,188.0,32.000000,7
801,112,,1.250000,15
802,112,,1.670000,2
803,112,,6.000000,2
804,112,,1.250000,3
805,112,,2.500000,6
806,112,,1.330000,6
807,112,189.0,8.000000,6
808,113,,3.000000,3
809,113,190.0,3.000000,15
810,113,,1.750000,3
811,113,191.0,10.000000,7
812,113,,6.750000,3
813,113,,1.000000,3
814,113,,1.750000,6
815,113,,1.000000,1
816,113,,2.375000,7
817,113,,1.500000,3
818,113,,0.250000,3
819,113,,0.250000,3
820,113,,2.000000,2
821,113,192.0,2.000000,2
822,113,193.0,1.330000,2
823,114,194.0,82.000000,7
824,114,,0.250000,3
825,114,,0.250000,3
826,115,195.0,2.625000,15
827,115,196.0,6.750000,3
828,115,197.0,9.000000,2
829,115,,82.000000,7
830,116,198.0,31.250000,7
831,116,,1.000000,15
832,116,,1.500000,7
833,116,,1.000000,3
834,116,199.0,1.000000,3
835,116,,0.330000,3
836,116,,1.670000,2
837,116,,5.000000,2
838,116,,0.330000,3
839,116,,2.000000,2
840,116,,5.000000,2
841,117,200.0,82.000000,7
842,117,,4.750000,7
843,117,,2.000000,3
844,117,,2.000000,15
845,118,,82.000000,7
846,118,,1.000000,15
847,118,,2.000000,7
848,118,,2.000000,2
849,118,,0.660000,3
850,118,,0.250000,3
851,118,,1.000000,2
852,118,,1.000000,2
853,118,201.0,2.330000,2
854,119,202.0,26.687500,7
855,119,,82.000000,7
856,120,,1.500000,7
857,120,,4.500000,3
858,120,,4.500000,3
859,120,,0.500000,3
860,120,,6.750000,15
861,120,,1.670000,2
862,120,,1.000000,2
863,120,,0.250000,3
864,120,,2.000000,2
865,120,,1.000000,3
866,120,,1.000000,3
867,121,203.0,37.500000,7
868,122,,82.000000,7
869,122,,3.500000,7
870,122,,6.000000,2
871,122,,0.250000,3
872,122,,2.000000,2
873,122,,2.000000,3
874,123,204.0,31.250000,7
875,123,,3.000000,3
876,123,,2.500000,3
877,123,,2.500000,3
878,123,,0.500000,3
879,123,205.0,0.500000,3
880,123,,0.500000,3
881,123,,0.500000,3
882,123,,1.000000,3
883,124,,82.000000,7
884,124,,13.000000,6
885,124,,3.500000,15
886,124,,8.000000,7
887,124,,7.000000,2
888,124,,4.125000,6
889,124,,3.250000,6
890,124,,0.670000,3
891,124,,5.000000,2
892,124,,0.500000,3
893,124,,6.000000,2
894,124,,0.250000,3
895,124,,0.500000,3
896,125,,82.000000,7
897,125,,7.000000,7
898,125,,3.000000,2
899,125,,0.250000,3
900,125,,2.000000,2
901,126,,32.000000,7
902,126,,3.125000,7
903,126,206.0,14.750000,7
904,126,,8.000000,6
905,127,207.0,82.000000,7
906,127,,3.000000,2
907,127,,3.330000,2
908,127,,3.000000,3
909,127,,3.000000,3
910,127,,3.000000,3
911,127,,0.500000,3
912,128,,65.000000,7
913,128,208.0,16.700000,7
914,129,,2.250000,15
915,129,,1.000000,15
916,129,,1.000000,15
917,129,,1.000000,15
918,129,,3.000000,3
919,129,209.0,0.500000,3
920,129,,3.000000,3
921,129,,1.500000,3
922,129,,1.000000,15
923,130,,82.000000,7
924,130,210.0,3.125000,7
925,131,211.0,2.250000,15
926,131,,0.250000,15
927,131,,5.250000,15
928,131,,0.200000,3
929,131,,0.250000,3
930,131,,6.000000,2
931,132,,82.000000,7
932,132,212.0,3.750000,3
933,132,,1.330000,13
934,132,,2.500000,3
935,132,,1.750000,3
936,132,,0.750000,3
937,132,,1.000000,2
938,132,,3.000000,2
939,132,,3.000000,2
940,133,,65.000000,7
941,133,,3.000000,2
942,133,,2.000000,2
943,133,,2.000000,3
944,133,213.0,6.250000,6
945,133,,2.000000,13
946,133,,6.500000,6
947,133,,7.500000,3
948,133,214.0,2.250000,3
949,133,,1.125000,7
950,133,,1.000000,2
951,134,,1.250000,7
952,134,,3.000000,2
953,134,215.0,2.500000,7
954,134,,3.000000,15
955,134,,1.500000,3
956,134,,1.000000,3
957,134,,31.250000,7
958,134,,2.670000,2
959,134,,2.670000,2
960,134,,1.330000,2
961,134,216.0,1.330000,2
962,134,,1.000000,1
963,135,,82.000000,7
964,135,217.0,2.250000,13
965,135,,11.500000,3
966,135,,1.250000,3
967,135,,6.000000,6
968,136,,31.250000,7
969,136,,4.750000,7
970,136,,2.000000,2
971,136,,2.000000,2
972,136,,2.000000,2
973,136,,1.000000,2
974,136,,1.500000,1
975,136,218.0,2.000000,15
976,136,,2.000000,2
977,136,,2.000000,2
978,136,,1.000000,2
979,136,,1.500000,1
980,137,219.0,10.000000,7
981,137,220.0,3.000000,15
982,137,221.0,100.000000,5
983,137,222.0,2.500000,7
984,137,,1.000000,7
985,138,,10.500000,7
986,138,,2.000000,3
987,138,,0.500000,3
988,138,,0.500000,3
989,138,,3.000000,2
990,138,,3.000000,2
991,138,,2.000000,2
992,138,223.0,3.750000,13
993,138,,2.000000,13
994,138,224.0,3.000000,15
995,138,,3.500000,3
996,138,,3.000000,7
997,139,,4.000000,7
998,139,,4.000000,7
999,139,225.0,27.000000,7
1000,139,,27.000000,7
1001,139,,2.000000,2
1002,140,,22.500000,7
1003,140,,19.125000,7
1004,140,,6.562500,7
1005,140,,3.000000,7
1006,140,,2.330000,3
1007,140,,0.670000,3
1008,140,,0.500000,3
1009,140,,3.000000,2
1010,140,,3.670000,2
1011,140,,1.000000,2
1012,140,,1.750000,13
1013,141,226.0,25.000000,7
1014,142,227.0,15.125000,7
1015,142,228.0,20.500000,22
1016,143,,3.125000,15
1017,143,,1.500000,2
1018,143,,1.000000,15
1019,143,,2.000000,3
1020,144,229.0,100.000000,3
1021,145,,100.000000,3
1022,146,230.0,3.500000,3
1023,146,,6.250000,13
1024,147,,12.000000,7
1025,147,,2.000000,15
1026,147,,2.000000,2
1027,147,,1.500000,3
1028,147,,0.500000,3
1029,147,,2.000000,2
1030,148,,2.250000,3
1031,148,,2.250000,3
1032,148,,2.250000,3
1033,148,,12.000000,7
1034,148,,3.000000,3
1035,148,,2.000000,3
1036,148,,0.500000,3
1037,148,,2.000000,2
1038,148,,1.000000,1
1039,148,,7.000000,6
1040,149,,3.500000,6
1041,149,,1.750000,3
1042,149,,1.000000,15
1043,149,,2.000000,1
1044,149,,2.000000,2
1045,149,,1.670000,2
1046,149,,1.750000,3
1047,149,,1.000000,3
1048,149,,12.000000,7
1049,150,231.0,7.500000,7
1050,150,,1.500000,7
1051,150,232.0,20.000000,7
1052,150,,1.000000,2
1053,150,,4.000000,13
1054,151,,3.250000,15
1055,151,,1.670000,2
1056,151,,1.670000,2
1057,151,,4.500000,3
1058,151,,3.500000,3
1059,151,,3.500000,3
1060,151,,1.875000,3
1061,151,,2.000000,2
1062,151,,1.000000,2
1063,151,233.0,2.250000,7
1064,152,,5.500000,3
1065,152,,1.875000,3
1066,152,,1.000000,15
1067,152,,8.500000,3
1068,152,,0.750000,3
1069,152,,1.000000,13
1070,152,,1.330000,2
1071,152,,1.330000,2
1072,152,,1.000000,15
1073,152,,0.250000,3
1074,153,,2.000000,15
1075,153,,1.000000,2
1076,153,,1.000000,2
1077,153,,4.500000,3
1078,153,,4.500000,3
1079,153,,3.750000,3
1080,153,,1.875000,3
1081,153,,1.000000,2
1082,153,,5.500000,3
1083,153,,3.000000,3
1084,153,234.0,1.000000,13
1085,154,,0.750000,3
1086,154,,2.250000,3
1087,154,,2.250000,3
1088,154,,2.000000,3
1089,154,,2.500000,15
1090,154,,2.250000,3
1091,154,,6.000000,2
1092,154,,1.670000,2
1093,154,,1.670000,2
1094,154,,3.000000,3
1095,154,,3.000000,3
1096,154,,1.000000,7
